id,text,type
708131662253703168,"@chrisvier Amigo, não.. Eu já sou um mosquito de tão magrinho, já pensou com Zika?",noise
741467151370964992,"Essas desistências dos jogadores de basquete dos USA se for por causa da zika me desculpem, mas é muita mancada viu",noise
698185591918297090,"Mas é verdade, rapeize, se a pessoa não estiver grávida e pegar zika vai ter no máximo uma febre baixa, a dengue é muito pior.",receiver
747789562567593984,"@nivia_ engraçado que zika é a moda do momento, não vi ninguém desistir de vir por causa da dengue que é endêmica 😂",noise
728646953278570496,"O homem quer brincar de Deus e mudar a genética da porra do mosquito da dengue, tá aí os casos triplicaram... 👏🏾👏🏾👏🏾👌🏽",noise
715186174634172417,RT @LFfla22: Essa merda de zika deixa o corpo todo inchado to parecendo um balão,receiver
707420779030441984,@lucaspalome vou formatar essa cara sua que ta cheia de zika vírus,noise
712021905226633217,Indo pra universidade Me sentindo o #aedesaegypti  kkk 😹😹 https://t.co/3IGe2NTyC5,noise
722677053628293123,@shineechrist pq 2 pessoa me adicionarp na lista sera qus eu so muito zika virus???????,noise
746031221701021696,ontem um mosquito da dengue me mordeu quando eu percebi comecei a rir de desespero kkkkkkkkkkkkk,provider
702682820381163520,@purposetIist @JustinShadys deve ser eu mesmo que fico bostejando na internet. Sai zika vírus,noise
704460447257399296,trollagem surpresa pra coleguinha que faltou na aula pq tá com suspeita de dengue https://t.co/ndg1xsv8DS,receiver
781337355059855360,"Sóóóóóó miiiiiiiiiiina Zika, que não lava a piriquita que não lavaaaaaa",noise
698619426921271296,Redação: Grande mobilização contra o mosquito da dengue aconteceu em PHB https://t.co/c5ogTRjVgF,news
704166986201374721,tô com sono cheio de mosquito me picano pegano zika solitária esse trem num acaba n tenho pique,provider
699473512113819649,"Fofa tu tá pior que zika vírus, tá tudo mundo pegando",noise
734844474933792770,"Todo mundo que espirra do meu lado eu grito sai zika vírus"" ,,,, tenho que perder essa mania kkkkk""",noise
720226120549933056,"@aiinoasantos kkkkkkkk , sabe sim o mano zika virus",noise
804210656635473920,qualquer muriçoca eu ja to SAI ZIKA VIRUS,noise
717350746467905537,Quando eu tento matar o mosquito da dengue com a camiseta https://t.co/i74tCjTS3z,noise
700085333719937024,tem um mosquito aqui no meu quarto mds imagina é aquele zika virus e amanhã eu apareço com aqueles óculos espelhado cantando baile d favela,provider
703072769664225280,Horiny : minha irma ta com zika virus.,receiver
699672169324945408,RT @tvsdnoticias: Exército ajuda no combate ao mosquito da dengue https://t.co/JmrpUbBxBb via @YouTube,news
752324465128767488,Acabou de passa repelente em mim pq disse que não posso pegar zika 😂😂😂😍,noise
759169575120412672,@MiikaGamer @YouTube @KondZilla kkkkkkkkkkkkkkkkkk ja era isso ja zika virus ;-;,noise
705758774795964416,-O bom de ser pobre é que se a Policia Federal for lá em casa o máximo que ela encontra são uns focos de mosquito da dengue..,noise
781864184107700224,"Agora, Dr. Noriega, da Universidade Internacional da Florida, vai falar sobre a síntese de hormônio juvenil no mosquito da dengue. #ICE2016",noise
713718941907083264,Minha vó ta de cama já faz uma semana por causa desse mosquito chikungunya maldito,receiver
725507727942926336,@temptmesensless Exatamente. Disse que a equipe dele o desaconselhou a vir à América do Sul por causa da zika. Minha irmã está com zika tbm,receiver
739425262975242240,Adicionei um vídeo a uma playlist @YouTube https://t.co/Ap4qafons4ÃO contra o mosquito da dengue,noise
697900382715039744,simplesmente cheia de bolinha no pescoço parecendo dengue por causa desse calor cuzao ainda bem q existe ar condicionado,receiver
708093489511329794,"Se nem com a votação o fandom animava imagina sem, mosquito da dengue está entre nós.",noise
715843841379667977,"Hj é aniversário da tia , e eu aq cheia d dor pr causa da dengue .",receiver
702180131863982081,"Mesmo com toda essa crise da zika"" tem pessoas aproveitando para lucrar e vender bastante repelente.""",noise
704805559783051265,"E PAREM com essa de fazer exame para dengue, cada vez que vejo um prontuário com esse pedido tenho vontade de gritar!",noise
720726905733795840,quem vai da o cu pra um mosquito irmao https://t.co/zYY06sAoiF,noise
792882291710255104,Se n for pra pegar zika vírus eu nem durmo com a janela aberta,noise
721054688691515392,"To com suspeita de dengue, mas tranks",receiver
717139566633881600,Tem um zika vírus na minha cortinaaaaaaa,provider
747946212129710080,"2016 vai ser bom"" zika virus impeachment limite de internet fixa estado islamico dolar quase 5 reais gripe h1n1  acho q tá ótimo mesmo""",noise
697401163130531840,Além de me divertir com os migos eu fico tranquilinha pois não corri o risco de pegar o Zika vírus,noise
703626692879892481,@mikajaxx não zoa a minha suspeita de dengue,receiver
707604142303416320,Gente ngm ta preocupado com o zika vírus mesmo não kkk,noise
747640662045167619,@vivinogueira156 mosquito da zika te picou,provider
703603003631206400,"@RicardoFraga não sou fujona .. tava com suspeita de dengue, moço 😞",receiver
721081421608185856,"RT @carolinedcarmo: porra acho que to com zika ou uma doença dessa qualquer, fudeu",receiver
717050640502013952,Caralho ficar com zika é muito ruim dói o corpo todo mano vtmnc,receiver
738040431309643777,"Gosto do mosquito da dengue , mais de você não querida "" 😂😂😂😂 Mayara é podre ! Kkkk @EstherConfussao""",noise
743815593741197312,"As febres passaram,ainda bem que a suspeita de chikungunya passou.",receiver
737775262553739267,"Amanhã vou no médico ver o que eu tenho, pq tá td mundo falando que eu To C dengue",receiver
709927828373041153,RT @KenOfNickiMinaj: A semelhança entre dengue e AIDS é que a gente nunca sabe qual picada vai nos matar,noise
700120998566367236,Eu ainda que o zika virus tem haver c a nova ordem mundial,noise
704438131282595840,#biologiatotal é legal pq quando eu vejo o vídeo aula a minha inteligência aumenta  igual  o vírus do zika qnd reproduz nos meus neurônios,noise
698957790983888896,foco da doença! https://t.co/indE0bUIUL,noise
731575621160210432,"@JuniorAuditore vc tá cheio de conhecidos q perdeu o emprego e agora tá catando latinha, uma galera boa q pegou Zika vírus, fala ai se não?!",receiver
768822716635971588,pague 500 reais no exame de sangue da sua mãe pra ver se ela tá com zika ou morra esperando,receiver
760126890254462976,@CamilaGamino  li toda matéria e entendi: 6 semanas de camisinha pra proteger do zika. n entendo pq n educar desde criança pra usar SEMPRE.,noise
750209676499877888,Calma @MichelTemer você que matar o mosquito da dengue ou matar gente ⚰ com essa chuva de veneno do avião 🛩 isso que dar Eng no @minsaude,noise
750765319971635201,eu vejo um mosquito e ja penso q é dengue #VeranoMTV2016 Justin Bieber,noise
711011789421617153,"Quem fica 6h no hospital, estoura uma veia, descobre que tá com dengue, e vai pra faculdade?",receiver
698488821453844480,Meu sonho é que o mosquito da dengue invadisse a esplanada em Brasilia e picasse todo o congresso e se possível Dilma,jnoi
717504688292294656,Oche parece a Miriã foi picada pelo Zika Virus hahahahah #OsDezMandamentos,noise
709459067488628736,Fui fala com o medico doutor acho q to com dengue e ele ta dengosa entao kkkkkkkk   😂😂😂😂😂😂😂😂🔝,receiver
698915919557455872,Cuidado Pessoal. o mosquito da denque Transimite Chikungunya e Zita Vigus,noise
791796095911362560,no momento c sintomas de zika vírus,receiver
699958931649622016,parabéns leonardo gonçalves 4 a 5 anos numa faculdade pra perguntar pra uma pessoa com suspeita de dengue se a dor no corpo é ruim,receiver
727661154399621123,"Tenho sinusite, asma, umidade baixa já tive a Zika a Chycugunha (acho que se escreve assim) só não tenho o ryca vírus 😒😒😒",receiver
710131802774568961,"Me diga q eu n tenho q aguentar o áudio do zika pega beijando, qm vai querer beijar o mosquito"" mais de uma vez POR FAVOR""",noise
764170926242033664,"Eita! Nem deu tempo da Hope Sollo ver um mosquito c/ Zika, EUA eliminado pela Suécia no futebol feminino",noise
764483397624430593,ta todo mundo brigando por causa da demi e do zika virus e eu to tipo https://t.co/t4AVVNrwvF,noise
715236103956140032,"Tnc, pc do meu pai tem mais virus q o mosquito da dengue",noise
704428324609789952,"Capaz de pegar um zika vírus ainda"" cara eu amo o Leonardo kkkkkkkkkk""",noise
744681212078325761,"RT @operattack: Se o mosquito da dengue pode matar, ele não pode nascer"" https://t.co/oUopEcTi00""",noise
740205983851524096,@mila_gabymaddox tipo mosquito da dengue tbm,noise
764346948040138752,"não é porque demi lovato fez merda que eu vou desejar que ela pegue zika, como eu disse, não desejo essa doença pra ninguém.",noise
710917713376501760,@b3santana eu sei que cê tá com raiva mas vc viu tarde... o médico disse que era dengue dps eu fiz o exame de novo e deu normal,receiver
713810949052973056,"to com dengue, graças a deus a mulher não me obga  ficar la",receiver
770221041847267328,"@mi_nesti miga, não era zika, era BICHA! por causa que o goleiro da Luluzinha, o Pegorari era do Guarani e ele não saiu de forma legal..",noise
719381433182199808,pensa tem um zika vírus no meu quarto,provider
700436706856673281,"Eu fiquei bem durante o dia e agora tô ficando meio ruim de novo, sai de mim zika vírus.",receiver
701860187582423040,"Lembro de quando a filha da puta da ex-prefeita daqui de Natal queria usar hoemopatia pra combater o mosquito da dengue. É, foi nesse nível.",noise
725810126687494145,O mosquito da dengue é Zika mais nois e Vida Lok4 #TBTNoMTVHits,noise
705040099772403712,Se a fêmea picar o macho ele pega dengue @JvDamass ?😂😂😂😂😂😂😂😂😂😂😂😂,noise
698531578264338432,meu deus eu não aguento mais zika vírus,receiver
702275209592700930,vi um mosquito no meu braço e cismei que eh o da dengue,provider
708989459396730880,"Ô doença mzrv essa tal da chikungunya, não aguento mais",receiver
703234537174728704,Zika vírus eu não sei se vou pegar mas zika eu já tenho com certeza,noise
712103312963866626,Quem não acreditava em intervenção militar quebrou a cara. Só o que tem é soldado na rua emborcando lata pra combater o mosquito da dengue.,noise
710276814007046145,@Fermentaao To cm suspeita de dengue mofo 😓,receiver
764346845028048896,"@carolalvesk realmente não entendo o pq de acharem que vão pegar zika no BR se a doença veio de la e aqui nem tem mais, nem ouvi falar mais",noise
724244566858149888,saiba como manter o mosquito da dengue longe https://t.co/bqfTxGPAW9,news
753026780823482368,"RT @bslvra: Foi o msm q disse q torcia para que as mulheres pegassem zika antes da idade fértil e que sexo era p/ amador, gravidez para pr…""",noise
710633483702562816,"Fui ficar mexendo com essas drogas pesadas, isso que dá  Fui aplicar mosquito na veia, agora tô lokão de dengue!!",noise
702994723406004224,"Você só deve estar com vírus porque zika você já é"" ahhh os meus amigos são peças raras mesmo""",noise
699061872872574976,acabei de matar um mosquito toma essa zika virus porra,provider
699347358119825412,"@pecesiqueira:  sobre oq vc falo do zika virus""Mano a Real é que ninguém sabe oq ta acontecendo nesse país . Aliás  no mundo""",noise
790200698147315713,"@HSBasketballBR @JohnWallBr Nem fala de lesões! Isso dá uma Zika da porra hahaha.  Mas ele tem algum defeito"" em seu jogo?""",noise
715001610548731905,@kenedydias cuidado com a menina dengue  Vai no médico,receiver
706800924799459328,"Não está tranquilo, não está favorável!! Estamos em guerra amigo velho, um mosquito danado causa Zika, vamos virar este jogo!!",noise
750459811666558976,To com dor no corpo e febre. PQP so não pode ser dengue ajskssosbskns,receiver
721013442077978624,e o q a guiana tem a ver c zika virus sendo q quem manda nela é a europa,noise
799985093691457536,"fala virus da zika ❤️❤️"" esse é o tipo de amigo amoroso q eu tenho""",noise
710483043056652288,"RT @kerobala: eu num to entendo uq ta acontecendo com esses famoso, isso e zika vírus agindo neles",noise
767514641681485825,"RT @sethcohxn: @burkhairt pq antes das olimpíadas ela postou no ig uma foto toda preparada com uma roupa anti zika""""",noise
725323538194939904,@rodrigoplss sim eh transmitida pelo mosquito da dengue junto c zika,noise
701891582098862080,Como disse o Dr. q falava na TV ontem isso TEM q ser decisão individual d cada mulher. Quem criará? O @Pontifex_pt?  https://t.co/sWDeHupBrs,noise
753325057414397952,qual a matéria preferida do mosquito da dengue ? fizika kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,noise
705516860847079424,Sala de hidratação começa a atender pacientes com suspeita de dengue https://t.co/qwC5jt2L8E,news
739869666349330432,"Q moleza no corpo, n pode ser dengue 😔",receiver
718878920536416256,To meia sumida aqui pq to com suspeita de dengue  mais logo logo eu volto,receiver
764339215027081216,@yoursrise demi com a mae dela zoou as olimpiadas no brasil falando q todo mundo q vir pra ca vai pegar zika,noise
699504152716640256,Estou acompanhando de longe esse debate sobre aborto pra mulheres com zika. Prefiro conversar com amigos e pessoalmente. Internet não dá!,noise
703256957424160769,Depois que peguei zika vírus emagreci 6kg,receiver
703672816957300736,Gente tava olhando aqui tinha um mosquito da dengue do dinheiro que ia comprar o gás  - juninho https://t.co/5wG7zKYmUg,provider
721859530284371968,Essa porra de zika vírus  e foda 󾌹󾌻,receiver
753940354454450176,Doido baygon não mata mosquito da dengue,noise
705183958955384832,Se pernilongo já era o demônio quando só causava um carocinho com coceira... https://t.co/ONeIrPACl7,noise
712318421015384064,Nunca desenhei tanto mosquito da dengue quanto hj no trabalho 😂😂😂,noise
729330861431267328,Feliz que o fini se recuperou do Zika virus,receiver
699981473240260608,RT @juniorldmais: Focos do mosquito da dengue são encontrados em enfeites de Natal: Árvores e guirlandas foram abandonadas em te... https:/…,news
699241431542722565,"Todo mundo q contrai a Dengue ou outras, é a mesma conversa: Eu sempre procurei cuidar do meu quintal"", ""nunca permití que houvesse foco"".""",noise
714295755733905408,@unwalkingdead @OficialSerie  mas o darly é zika vírus mano ele é fodaaaaa!! Quem vc acha q é o negam?,noise
702984823095185408,Todo mosquito q eu vejo eu falo q é zika 😂😂😂😂,noise
720253869293486080,Se eu n tivesse prova diria p mamãe q foi o mosquito da dengue e q estou com chico cunha,noise
733079943509381121,Que dó do mosquito.  https://t.co/s2LMk1cVoP,noise
701832690924916736,@raafasalata @fernandomazuti KKKKKKKK garota zika vírus. Eu to é JOGADA!!,noise
773684291062599680,@CllifordXVIDEO Tais mal da gripe né pq pra colocar no nariz é pq ta fodido nível zika vírus kkkk,noise
698524298806497280,Fiz a minha parte #zikazero #Dengue,noise
700849774497550337,toda vez que eu vejo um mosquito eu falo que eh o zika vírus que horror kkkkkkk,noise
697893425249718272,@lourrysecret minin nem fala umas coisa dessa pq eu continuo nao sentindo os mosquito e hj tinha uns me picando ainda tem a dengue e a chicu,provider
700651748159926273,Uma grávida teve Zika e a criança não nasceu com microcefalia.,noise
784896900420042752,"Soooooooooooo miiiiiiina Zika, que não lava periquita 🎶 😂😂😂😂😂😂😂",noise
742347231580332032,ja faz dois mes que eu to com o zika virus tomo remedio e nao passa essas dor do cao,receiver
709755666953584642,E uma piscina cheia de larva de mosquito ainda capaz de pegar várias dengue e zika,provider
728805753088294912,@swenmoore eu fui picada pelo zika vírus,provider
803337671590420480,Mais um motivo para combatermos o mosquito transmissor! #autismo #ZikaVirus #TEA #dengue  https://t.co/UY7E8u8ZYf,news
698616007452200960,@BlogOlhoNaMira PEgou zika e ta com microcefalia pra ele falar m***a assim.,noise
748214374087725056,"Hoje tá tendo febre, tá tendo dor no corpo todo, tô parecendo uma lesada, e se isso for dengue eu JURO VALENDO... https://t.co/31F9Hjj3WF",receiver
720578586105802753,"Alan foi no hospital fazer exame de sangue, tomara que não seja o cão da Zika",receiver
699740164504035331,Os maiores culpado do mosquito da dengue é a população,noise
727152344086003713,"@Bella_Papalia Se vc adaptasse a doenca pra uma coisa de agr, tipo zika virus etc",noise
763447124109496320,"@exame QUE ZIKA HEIM HOPE!!! TÁ VENDO, AQUI NO BRASIL É ASSIM , QUEM RIR POR ÚLTIMO RI MELHOR.",noise
697868279591866368,RT @FabioSkylinE: Parece que o único que tá trabalhando nesse país é o mosquito da dengue.,noise
707135987747569664,"Eitaa, sou phoda, matei um pernilongo ou o zika de primeira hehehehe 😎",noise
711190098667249664,"@williangomeswl é a zika, vai no medico",provider
776079426056548352,"Não sei como eu tô me aguentando ficar na faculdade, segunda passei o dia no hospital.. Não era hora de ter Dengue",receiver
727901588623376384,@zelune Por causa dele minha dengue piorou ;-; Pelo menos fico assistindo uma coisa que ta em falta no canal VÍDEO,receiver
700446033772355584,"Mudando de assunto, um mosquito me picou, e era o da dengue mesmo, eu tava de óculos e vi direitinho, bem na hora da minha prova </3",provider
699626981655232513,Acho quem nem a NASA para esse mosquito https://t.co/OIM7YFcKcm,noise
793860989586472961,"@RedeGlobo Acho uma loucura,infectologistas inventando de brincar de Deus, cruzando aedes egypts com outro mosquito tentando matar ZIKA.",noise
697687482779959296,RT Todo mosquito que me pica eu tenho certeza que peguei zika,noise
763842310840918016,Eu vou parar de assistir às olimpíadas já estou achando que sou a causa de tanta zika #GinásticaArtistica #Rio2016,noise
760097992540053504,"Gente vou encomendar uma dessa Pq tá foda os pernilongo viu, certeza que trouxeram da aliexpress  https://t.co/HOejAPXr0Z",noise
761234849936109569,"@souvodka ela pode fazer aquele finalzinho do comercial esse medicamento é contra indicado pra suspeita de dengue"" bjssss""",noise
726852347197046785,"RT @_Bella_Mds_: @TeteEmmanuelle1 isso é zika , vai no medico amor bjos",receiver
722082146219855872,Zaquel tá salvando todas minha foto do face antiga 😒😒 esse zika vírus,noise
719962634796343296,"RT @SEPalestrina: Olá, você está recebendo está notificação por contribuir com a dengue. Evite TL parada, conscientize-se.",noise
718425016140972032,Não quero mais ouvir falar em vírus e Zika por uma semana depois dessa prova,noise
716275460779413504,@amandazamadei ihhhhh lembra que te falei que tava com dor no corpo? Ta com dengue,receiver
764427330911625216,"@VtrMtts @vfrancinelle @viccfarage ela tava gravando snap e a mãe dela brincou zoando o zika virus e a demi riu, ai geral ta putin",noise
698965691718832128,@systemofasuco creio que não. Nenhum sintoma de dengue nem zika.  Muita gripe e febre só sem nenhum outro. Valeu!,receiver
761671326885085184,No brasil ja tem mais zubat do que mosquito da dengue,noise
788503214765277184,"To com umas manchas vermelhas no corpo, to rezando pra não ser dengue, na moral #VoteLuanSantanaClipeTVZ",receiver
698225304293216257,"RT @rafaelbbenitezz: vi um mosquito da dengue achei tão bonitinho, tão gótico  Vou criar um pra dar de presente pras inimigas",provider
700502772236558336,"@mmarcelino_ eu to quieta o zika vírus, se é q me entende 👦",noise
732693030508109824,"@ilivels tem que ir no médico amor, pode ser dengue, zika, ou essas doença doida aí",receiver
787865385332793344,"@carolvellosog ta pior que zika virus, sai pra la zika",noise
705693157342765056,"to doente, to c zika virus, vo morrer",receiver
707624802719289344,"Eu dou a picada, quem da a zika e deus"" afirma aedes""",noise
714144228805312513,"tirei a semana do saco cheio antecipadamente, obg suspeita de dengue",noise
721060995125407744,"esse celular ta com vírus, zika, pode lavar? falaram que ele aguenta"" KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKTO CHORANDO""",noise
707361742481977344,meu quarto tá cheio de aedes viado acho que eu vou pegar uma dengue maneira,provider
709757695285452801,@starswithnames culpa do mosquito da zika,noise
727857395049897985,não tem base no quando minha mão tá inchada e doendo por causa dessa dengue,receiver
699386770337746944,"@_anaperesc é sim miga, nois se afasta já dá uma falta de ar uma catapora um zika virus",noise
733292829108244480,"To com Zika virus vei, que faze",receiver
700825402965516288,"#rt1 Amapá tem 44 pacientes com suspeitas de zika vírus, diz CVS: Amostras estão sendo analisadas no Instituto... https://t.co/AobJrNSUu0",news
711680869581328384,amor eh igual a dengue nois leva picada e fica doente,noise
700408927519973378,"@HLeonardoDias  Digo o mesmo! Onde eu moro tem muito mosquito da dengue, se juntar com H1N1 eu não sobrevivo ):",provider
712327589243785216,"@_louisett pq vc n viu, tinha 2 pessoas vestidas dr zika virus!! Eu ri pouco",noise
710541783479029761,@_JessicaBranda dengue e infecção de urina. Mas vc sabe como é minha saúde ne :/,receiver
700090193752276992,"nossa deu mta merda,só terminei de limpar a casa agora tenho certeza que peguei uma leptospirose zika virus chico cunha",receiver
738952997800153089,produtor diz que anitta está internada em estado grave / Anitta está com suspeita de Zika mas passa bem https://t.co/QUxxc91jlZ,news
724573954531311616,esse ano 2 pessoas da minha sala já pegaram dengue e a vizinha disse que viu um na casa dela  dengue e zica vírus são mt parecidos,receiver
702661313399496704,@CosttaLuana_ Parece um mosquito da dengue!!! Kkkkkkkk e eu te amo ❤,noise
698298630860439552,No Site Anagé: Mosquito da dengue preocupa moradores https://t.co/xfiUJwnMKk,news
747317055011983360,Quando eu era criança( que vê pensa q sou adulto like a zika) eu postava no Twitter coisas legais hoje só posto merda,noise
724982241814786048,Minsal detecta segundo foco de mosquito que transmite el virus Zika https://t.co/cuZvqaMIS1,news
705412074999042048,"Juiz de Fora não tem zoológico, mais temos: baratas, escorpiões, pernilongo, mosquito da dengue.Uma festa, isto pois é época.Falta a do leão",noise
731498686816108544,#SabadoComDuduOlliveiraSDV quando o mosquito da dengue vem quer me picar! https://t.co/RCGcdSa3it,noise
707006970914590720,@LubaTV #LubaSenpai eu fosse o mosquito da dengue eu t picava 👉👌,noise
706155871710146560,"Quem tem água  no joelho, pode  criar larvas do mosquito zika?",noise
701908881564368896,Até mosquito da dengue tem foco e eu não😕  #SóVemClubeSDV,noise
761697614530244608,Mariana Gross parece o mosquito da dengue kkkkk #CerimoniaDeAbertura,noise
702498670374219776,Acabei de ser picada pelo mosquito da dengue,provider
738726771252690944,@YudiPaysandu_98 fala que vc pegou zika vírus,receiver
702154559800668161,to com suspeita de dengue mano de novo nao,receiver
716690570790436864,Ctz q vai ver aquele zika vírus!,receiver
703371092975423488,"Profissão agora   é ser só mãe"": Médica confundiu zika com alergia, conta mãe de bebê com microcefalia:... https://t.co/ZhpHiRxib1 #News""",news
701044650052820992,"@passarinhaa_ os médicos não sabem se é dengue ainda, meus exames de sangue estão normais e dos sintomas da dengue só estou com febre de 39º",receiver
699795345451122688,"não, meu pai tá com suspeita  https://t.co/J8tHVWuAOZ",receiver
767103880526229504,"RT @19DLG: Assisti a olimpíada inteira achando Q estavam gritando Zika, Q já era várzea, se for esse mesmo o grito, pior ainda. https://t.c…",receiver
709306309758296064,"E não sei porque que eu disse sofrer né, será que ele ta indo ver se tem mosquito da dengue lá em casa? 😂😂😂  Exército brasileiro muito útil.",noise
698524089057734656,Hueahu eu sou o zika vírus e ele o chico cunha kkkk Amor🐮: 😂😂😂  Amor🐮: Credo Amor🐮: Vou mata vcs  Amor🐮: O mundo ta junto p acabar com vcs,noise
764123878176292864,Estou com dores na ~região da bexiga~ fui dar uma pesquisada e descobri q estou grávida de trigêmeos e um ta infectado com zika vírus,receiver
705572325689860102,eu tava com suspeita de zika aí blz passou agr to com umas manchas no braço e minha mãe n ta nem aí tomara q eu morra mesmo,receiver
738754612405108737,"gente nunca que a jmo vem pra cá, ela vai dar uma de ian e falar que não vem por causa do zika virus É A CARA DELA ISSO",noise
698192693357342720,mano daqui uns dias nao pode nem mais respirar pq respirar pega o virus da zika,noise
699224157301526529,"#ZikaZero: juntos, podemos vencer o #AedesAegypti! Faça uma vistoria e elimine os focos do mosquito. #STTU https://t.co/XmMZpSDYSE",news
756489538206363648,"por causa da dengue meu corpo ficou com os músculos frágeis dms, vai ser uma tortura voltar pro muay thai",receiver
794299772484091905,#cloroplasto porque o mosquto da dengue (aedes aegupti) é vetor de tantas doenças ?,noise
702705698430435328,ja ta acabando a bateria do not ta com zika virus ta loco,noise
701723860123656192,"Manter informado e no #bomdiabrasil Sport,lava jato,guerra da siria ,mosquito da dengue etc ...#globo #Noticias  #kaduzera #bomdia",noise
697844951741235201,"RT @BlogdoVeimar: Não sabem limpar a própria bunda, que dirá combater o mosquito da Dengue... https://t.co/giOxZQK1nK",noise
764329703993925632,"Se os ignorantes n sabem zika tem e varios países,hoje vi uma notícia que no Canadá uma criação nasceu com microcefalia relacionado a zika.",news
714481229974908930,"meu corpo ta todo manchado, sinal que essa bosta da dengue ta indo embora deus eh bom",receiver
700527081067782144,n pode dor uma junta q já acho q to com zika virus,receiver
699626152479059969,espero q a equipe da intel pegue  zika virus,noise
708074472193003520,@_nebulachain cheia de zika virus u.u,receiver
697965740339687424,Se eu sai imune ao surto de gripe suina nao tem zika que me pegue!,noise
764448810672197632,"não sei como os gringos acham graça do zika vírus,as mães que infelizmente tiverem seus bebês com má formação na cabeça não acham graça",noise
720525533952483330,kpop é estranho???? é  nois não entende nada????? não mas até que é legal ouvir OUVIR não ver a tl cheia de kpop como se fosse zika vírus,noise
716456168550449152,"fica aparecendo aquela merda de zika virus na frente, não da pra ver qual onibus é, quando vejo ja passou",noise
730001788556984320,Exemplar manifestação anti-dengue! Pneus velhos são acumuladores de água e incendiá-los é uma louvável atitude de prevenção.,noise
707756102801199104,"Aedes aegypti  A transmissão da dengue, da Febre Chikungunya e do vírus Zika ocorre pela picada de mosquito Aedes... https://t.co/9RphAsVfnl",news
714165623538982912,hahah que bom que eu to com suspeita de dengue haha tava mesmo precisando ficar doente hah,receiver
698550282867908609,"@tainamuller Só estão falando no Zika, hidrocefalia e várias outras Cefalópatias causadas pelo vírus q estão sendo esquecidas.",noise
763017514628554752,"meu pai já me mandou ir no médico umas 7x, o véio morre de medo de dengue",receiver
709535215568429056,Acabei de saber q tio e primo tão com zika vírus 😪💔,receiver
796455414175039488,Alguém tá precisando de doação de mosquito da dengue? Tenho muitos aqui em casa  Quem quiser é só chamar na dm,provider
738535096873947137,"Olá pessoal,depois de alguns dia de molho,parece que a infeliz da CHIKUNGUNYA está indo embora mas as dores no corpo ainda são fortes!",receiver
743240713081589761,"numa palestra sobre mosquito da dengue, a moça que estava apresentando depois de explicar sobre a contaminação disse: tinha q ser a fêmea""""",noise
725413074019192832,"- hãm, vou falar que to com chikungunya, diarréia, gripe suína, dengue, febre amarela, alguma coisa.",noise
699394151952076800,Guarda Municipal vai atender denúncias de focos do Aedes aegypti em Varginha https://t.co/EToyfjfKy1 #Varginha #Dengue #Aedesaegypti,news
726140706931261440,Acho que muitas mulheres estão adiando esse sonho de ser mãe devido ao zika vírus que ronda todo o país #zikavirus #microcefalia,noise
752111687076020224,to com suspeita de dengue!!eu vo morre,receiver
